Title,JD,Skills
Sr Business Analyst,"About the job
Additional Locations:

Job Description

Responsible for the supporting the team in development of features and functionality within their assigned digital focus area. Leverage knowledge of the assigned application, our existing customer needs, and business objectives to support product and delivery team on improving the user experience and driving business value. Work completed would be focused on broader business unit, but also involves working with technical partners.

What You'll Do

Be a subject matter expert for assigned digital application
Provide insight into proposed design/functional enhancements requests by working with Product Manger to refine features and shape requirements.
Use knowledge of known customer pain points to provide input into proposed design/functional enhancements
Represent business team in requirements sessions for corporate projects/initiatives.
Perform user acceptance and validation testing as needed in test region and production
Provide production support of digital application for business partners
Support team throughout development life cycle with ongoing support for questions and queries related to requirements and existing business rules of the application
Collaborate with Product Owner and Test lead on business testing activities and influence testing strategy to ensures testing will appropriately meet business requirements
Provide impact assessments and assist in formulating recommendations to the business owner regarding issues, risks, etc.
Support in updating and maintaining the product documentation so that it reflects the changes made in each production release
Support business readiness activities

What You'll Bring (Hiring Requirements)

Bachelor's degree or advanced degree (where required)
5+ years of experience in related field
In lieu of degree, 7+ years of experience in related field
Proficient working in JIRA
Demonstrated passion for the Web and creating exceptional digital customer experiences
Strong analytical and problem-solving skills
Strong verbal and written business communications skills
Ability to multi-task and properly set priorities based on business need and sense of urgency
Strong interpersonal skills with the ability to work well with diverse project teams and across functional areas
Familiarity with health care industry is preferred","JIRA, digital customer experiences, problem-solving, analytics, communications, "
Business Analyst I,"About the job
NextEra Energy Resources is the world's largest generator of renewable energy from the wind and sun, and a world leader in battery storage. We provide energy-related products and services that grow our economy, protect the environment, support our communities and help customers meet their energy needs. We are leading the decarbonization of the U.S. economy with our goal to reach Real Zero carbon emissions from our operations by 2045 while improving customer affordability and reliability. Are you interested in creating a cleaner environment for future generations? Join our world-class, innovative team today.

Position Specific Description

Come join our PAR Portfolio Team. This team is responsible for providing effective, timely and actionable financial information and business analytics to ensure NextEra Energy Resources is meeting its short-term and long-term objectives. As a Business Analyst on this team you will be responsible for performing key financial functions for the NextEra Energy Resources (“NEER”) and NextEra Energy Partners (“NEP”) electric generating facilities, including internal and external reporting, budgeting and forecasting, business analytics, special projects and certain aspects of the monthly close process. You will use your strong drive and will to succeed to take ownership of your key assignments, adding value through critical thinking and strong inter-personal skills. The successful candidate is expected to focus on continuous improvement and automation, with the opportunity to advance within the group to work on more complex assignments.

Job Overview

Employees in this role conduct complex operational analyses and lead medium to large project teams that support informed decision making within the business unit.

Job Duties & Responsibilities

Conducts analyses and prepares reports that provide operational and/or technical support to business operations
Conducts quantitative and qualitative research to support medium to large special projects
Assists with process design and modification for continuous business improvement
Performs other job-related duties as assigned

Required Qualifications

High School Grad / GED
Bachelor's or Equivalent Experience
Experience: 3+ years

Preferred Qualifications

Bachelor's Degree

Employee Group: Exempt

Employee Type: Full Time

Job Category: Finance, Accounting & Business Analytics

Organization: NextEra Energy Resources, LLC

Relocation Provided: Yes, if applicable

NextEra Energy is an Equal Opportunity Employer. Qualified applicants are considered for employment without regard to race, color, age, national origin, religion, marital status, sex, sexual orientation, gender identity, gender expression, genetics, disability, protected veteran status or any other basis prohibited by law. We are committed to a diverse and inclusive workplace.

NextEra Energy and provides reasonable accommodation in its application and selection process for qualified individuals, including accommodations related to compliance with conditional job offer requirements, consistent with federal, state, and local laws. Supporting medical or religious documentation will be required where applicable and permitted by applicable law. To request a reasonable accommodation, please send an e-mail to recruiting-coordinator.sharedmailbox@nexteraenergy.com , providing your name, telephone number and the best time for us to reach you. Alternatively, you may call 1-844-694-4748. Please do not use this line to inquire about your application status.

NextEra Energy will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.

NextEra Energy does not accept any unsolicited resumes or referrals from any third-party recruiting firms or agencies. Please see our policy for more information.","technical support, operational support,  business operations, process design,  "
Business Analyst,"About The Job

Centific (formerly Pactera EDGE) is a global organization with offices in the US, Europe, India, China and Southeast Asia. Clients include 100+ of the Global 500 companies, with industry concentration in Software and Technology, CPG, Retail, Logistics, Healthcare, Food & Beverage, and Travel & Hospitality.

With a core focus on Data, Intelligence, and Experience, Centific helps clients achieve new levels of performance while adding brand-new digital business capabilities to drive relevance, revenue, and growth. With clarity of vision, technological expertise, operational excellence, and a global footprint, Centific is the partner of choice for enterprises that want to run smarter – and those that want to change the race.""

Website: ;/p>

Role: Business Analyst

Location: Redmond, WA (On-site)

Salary: $100K-$130K/Year

Role

The individual assuming this role will provide technical leadership and expertise focused on implementing platform capabilities at the heart of this high-volume transaction processing system, including

The Business Analyst will be responsible for devising architectures and providing technical leadership for solutions targeting fraud, customer risk, and experience. This Business Analyst will drive new capabilities into a powerful state-of-the-art Decision Management platform.

Solution for managing fraud, abuse, and misuse scenarios.
System integration with APIs and online/offline solution validation to customers.
and Vendor solutions for business rules management and fraud scoring.
Additionally, this role will partner with architects, developers, other analysts, as well as business partners, and other technology teams to drive exceptional and impactful business outcomes.
A successful candidate will deliver innovative, robust, cost-effective technology solutions which align with enterprise strategies and achieve business results.
The Business Analyst sets the strategic vision and defines deliverables with Decision Management Platform
This platform provides business solutions to combat fraud and authenticate users and processes billions of transactions per month.
Business Analyst will provide technical thought leadership and expertise for platform capabilities, which is on a high-volume transaction processing system, web applications for managing fraud solutions and fraud events, APIs for exposing capabilities to customers, and vendor solutions for business rules management and fraud scoring.

Additional Job Description

Experience analysis of large and complex systems from the conceptual architecture level down through the application architecture level
Experience providing solution thought leadership across an organization.
A wide breadth and depth of technical experience including C#, SQL, and Cloud technologies.
Experience with agile software development processes and architecture governance
Strong verbal and written communication skills with the ability to communicate to an audience at all levels within an organization.
Self-motivated with the ability to accomplish tasks with minimal direction.
Ability to manage multiple efforts simultaneously and meet agreed-upon deadlines.

Desirable Knowledge/Experience

Experience with cloud architecture and application development, including APIs.
Experience integrating vendor and 3rd party products into an overall system.
Database experience (e.g., SQL)
Experience developing and supporting highly scalable/high-performance transaction processing systems

Benefits offered – Comprehensive healthcare, dental & vision, 401k plan, PTO, etc.

""Centific is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, ancestry, citizenship status, age, mental or physical disability, medical condition, sex (including pregnancy), gender identity or expression, sexual orientation, marital status, familial status, veteran status, or any other characteristic protected by applicable law. We consider qualified applicants regardless of criminal histories, consistent with legal requirements""","System integration, API, C#, SQL, cloud, agile methodologies, communication , cloud architecture, transaction processing systems, JIRA, "
Business Analyst,"About the job
Description:*
Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.
Leading ongoing reviews and development of business processes.
Conducting meetings and presentations to share ideas and findings.
Performing requirements analysis.
Documenting and communicating the results of your efforts.
Gathering critical information from meetings with various stakeholders and producing useful next steps and reports.
Working closely with stakeholders
Developing, coordinating, and performing user acceptance testing.
Managing projects, developing project plans, and monitoring performance.
Updating, implementing, and maintaining procedures.
Serving as a liaison between stakeholders and users.
Managing competing resources and priorities.
Monitoring deliverables and ensuring timely completion of projects.
Qualifications:*
A minimum of 3 years of experience in business analysis or a related field.
Exceptional analytical and conceptual thinking skills.
The ability to influence stakeholders and work closely with them to determine acceptable solutions.
Advanced technical skills.
Excellent documentation skills.
Fundamental analytical and conceptual thinking skills.
Experience creating detailed reports and giving presentations.
Competency in Microsoft applications including Word, Excel, and Outlook.
A track record of following through on commitments.
Excellent planning, organizational, and time management skills.
Experience leading and developing top-performing teams.
A history of leading and supporting successful projects.

About Aston Carter:

Please Note: Scammers are posing as Aston Carter. We'll never contact you via Gmail, Telegram, or WhatsApp and we'll never solicit money from you.

At Aston Carter, we’re dedicated to expanding career opportunities for the skilled professionals who power our business. Our success is driven by the talented, motivated people who join our team across a range of positions – from recruiting, sales and delivery to corporate roles. As part of our team, employees have the opportunity for long-term career success, where hard work is rewarded and the potential for growth is limitless. Established in 1997, Aston Carter is a leading staffing and consulting firm, providing high-caliber talent and premium services to more than 7,000 companies across North America. Spanning four continents and more than 200 offices, we extend our clients’ capabilities by seeking solvers and delivering solutions to address today’s workforce challenges. For organizations looking for innovative solutions shaped by critical-thinking professionals, visit [AstonCarter.com.](AstonCarter.com) Aston Carter is a company within Allegis Group, a global leader in talent solutions. The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law. If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please call 888-237-6835 or email [astoncarteraccommodation@astoncarter.com](mailto:%20astoncarteraccommodation@astoncarter.com) for other accommodation options. However, if you have questions about this position, please contact the Recruiter located at the bottom of the job posting. The Recruiter is the sole point of contact for questions about this position.","business processes, requirements analysis, user acceptance testing, UAT, testing, MS Office, Word, Excel, Outlook, "
Business Analyst,"About the job
This job is sourced from a job board. Learn moreJob Description

Should have experience delivering Digital transformation projects.

Very strong in Business Analysis in banking or Financial Services Domain is important.

Requirement Gathering from various Business teams

Highly experienced in Requirement Gathering, Change Management, Maintain Requirement traceability to ensure requirement is implemented successfully with quality

Share Requirement with Technical team for ease of implementation","Requirement Gathering, Change Management, Maintain Requirement traceability"
Senior Business Analyst,"About the job
Are you a passionate and experienced Senior Business Analyst with a background in the health provider or health insurance industry? If so, we've got an exciting opportunity just for you!

Join a dynamic team at a Fortune 500 company that is revolutionizing the way healthcare is managed. We are currently seeking top-notch talent to be a part of our Digital/Technical Product team, responsible for developing innovative solutions that impact the lives of over 26 million customers.

What sets this role apart?

Be part of the entire implementation process, driving improvements and making a real difference in the business.

Enjoy the flexibility of working remotely from anywhere in the United States.

Join a company that values your expertise and offers a collaborative and supportive culture.

As a Senior Business Analyst, Your Contributions Will Include

Designing, building, and testing enablers of business processes, focusing on medium to high complexity and multiple large application business processes.

Consulting with users to understand their needs and objectives, and providing solutions that align with business requirements.

Collaborating with stakeholders, developers, and end-users to gather and analyze functional requirements, ensuring systems meet customer needs.

Leading citizen development adoption, working groups, trainings, and consultations for the organization.

What do we offer?

Competitive salary with performance-based increases.

Empowerment to make decisions and influence project ideas.

Comprehensive healthcare plan covering medical, dental, vision, disability, and life insurance.

Paid holidays to enjoy time off.

Plan for your future with our 401k matching program.

What We're Looking For

Bachelor's degree in Computer Science, MIS, related field, or equivalent experience.

Minimum Of 3 Years Of Relevant Experience.

Domain experience in Healthcare, Hospital, Insurance/Claims, EHR, Clinical Systems Management, or Utilization Management systems is preferred.

Salary range: $80,000 - $100,000

If you're ready to take on this exciting opportunity and make a significant impact in the healthcare industry, apply today! We can't wait to hear from you and discuss how you can contribute to our team.

Employment Type: Full-Time

Salary: $ 80,000.00 100,000.00 Per Year","implementation process, driving improvements, business processe, functional requirements, UAT,  "
Technology Business Analyst,"About the job
Who We Are

Xactus (pronounced Zac-tus') is the leading verification innovator for the mortgage industry. We have over 6,500 clients ranging from the largest bank and non-bank mortgage originators to credit unions and mortgage brokers. With 12 operation centers across the U.S., Xactus works closely with our clients to digitally integrate a 360° approach to verification across their workflows. As a result, lenders can easily access the technology necessary to meet consumer demands for a modern mortgage experience with industry-leading speed, reliability, and accuracy ' while also closing more loans more quickly with greater profitability.

We provide a friendly work environment while also providing many opportunities for you to enhance your skills. We have a top-notch financial leadership team who prioritizes building talent. If you are curious and searching for a change that will be fun and rewarding, please reach out to us! We would love to have you on our team!

Who You Are

You are a career-minded, driven individual who is looking for a position that challenges you and supports your professional development.

The Benefits We Offer

A friendly, supportive environment which is highly rated by Xactus employees. Feedback from our employees says: 'The people I work with treat each other with respect,' 'I feel accepted by my coworkers' and 'The person I report to cares about me as a person.'

Health, vision and dental insurances, college tuition benefit, bonus programs, fitness reimbursement and other healthy life-style programs, Maternity and paternity leave, 401k plan, short and long-term disability, life Insurance, accident and critical illness insurance, health savings account, flexible spending account, employee assistance program, legal services, employee discounts and more!

Summary

We are looking for a mid-level Technology Business Analyst to join our team and help bridge the gap between our business and technology teams. This role will be responsible for understanding the needs of the business and providing technical solutions to help meet those needs.

Annual Starting Salary Range: $55,000-$93,750

Essential Duties And Responsibilities

Develop and document requirements in a clear and concise manner.
Analyze business processes and recommend solutions to improve efficiency.
Create models to help visualize data and communicate findings.
Design test cases and perform quality assurance testing.
Develop reports, dashboards, and other visualizations to help stakeholders better understand data.
Communicate findings and recommendations to stakeholders.
Work collaboratively with internal teams to ensure solutions are properly implemented.","business processes, requirements analysis, user acceptance testing, UAT, testing, MS Office,  Visualization, Communication"
Business Analyst,"About the job
This position is Fully Remote - Compensation may vary based on experience and region.

Lynker is seeking a talented Software Business Analyst, with strong experience in technical requirements gathering for software development projects, and experience guiding development teams to project completion, as desired and instructed by all involved stakeholders. This position will support a long-term contract with the National Oceanic and Atmospheric Administration (NOAA). The Software Business Analyst will support the Application and Data Services (ADS) Program.

We are looking for a Software Business Analyst who will work closely with project teams in a casual and creative environment to design and develop Web-based applications that communicate complex information in a simple, informative way. If you believe you have exceptional technical skills, enjoy working with technical and non-technical people in a collaborative team environment, and have a strong desire to apply the latest technologies to create innovative applications that address real-world environmental issues, then this job is for you.

Duties of the Software Business Analyst will include the following:

Develop and maintain standard technical requirement documentation for the organization
Work with a diverse pool of stakeholders to gather and document business and user requirements
Work with product owners and quality assurance personnel to ensure that business and technical requirements are accurately translated into requirement specifications and functional designs
Work closely with a team of talented developers to design, develop, test, deploy, and support web-based applications, following an industry standard Agile product development process in cutting-edge technologies
Collaborate with quality assurance personnel to ensure that technical requirements are correctly implemented, that applicable user acceptance testing is performed, and technical requirements are built to specifications for each phase of the development process
Participate in research, planning, and brainstorming with development and project teams
Participate as a member of a technical team that proactively plans the implementation of enterprise systems across a wide platform of technologies
Coordinate, track, and communicate project progress.
Identify, manage, and mitigate project risks.
Serve as project lead for daily standups and sprint planning sessions.

The Ideal Software Business Analyst Will Have The Following

Bachelor's degree in computer science or related field and five-plus years of experience in software development or Master's degree in computer science and three-plus years of experience
5+ years of professional experience as a business analyst, systems analyst, or technical lead analyst with a demonstrated knowledge of Agile systems development life cycle (SDLC) processes and methodologies as well as project management principles and methodologies
5+ years of experience in technical requirements gathering for software development projects
2+ years of previous software development experience is a BIG PLUS
The ideal candidate will also possess excellent communication skills, precise documentation experience, proven ability to work with multiple project teams, a working knowledge of software and system design, and promoting process improvement
Experience using Agile Methodologies
Experience using GitHub for project management and software development
International Institute of Business Analyst (IIBA) Certified Business Analyst Professional (CBPA) certification is a BIG PLUS

View Examples of Recently Developed Applications

Coastal County Snapshots

https://coast.noaa.gov/snapshots/

Adapting Stormwater Management for Coastal Floods

https://coast.noaa.gov/digitalcoast/training/stormwater-floods.html

Sea Level Rise Viewer

https://coast.noaa.gov/digitalcoast/tools/slr.html

Coastal Flood Exposure Mapper

https://coast.noaa.gov/digitalcoast/tools/flood-exposure.html

Historical Hurricane Tracks

https://coast.noaa.gov/digitalcoast/tools/hurricanes.html

Data Access Viewer

https://coast.noaa.gov/dataviewer/#/

About Lynker

Lynker is a growing, employee owned, small business, specializing in professional, scientific and technical services. Our continually expanding team combines scientific expertise with mature, results-driven processes and tools to achieve technically sound, cost effective solutions in hydrology/water sciences, geospatial analysis, information technology, resource management, conservation, and management and business process improvement.

We focus on putting the right people in the right place to be effective. And having the right people is critical for success. Our streamlined organization enables and empowers our talented professionals to tackle our customers' scientific and technical priorities - creatively and effectively.

Lynker's Benefits Include The Following

Lynker offers a team-oriented work environment, and the opportunity to work in a culture of exceptionally skilled and diverse professionals who embrace sound science and creative solutions.
Comprehensive healthcare for the employee at no monthly cost
Healthcare benefit covers medical, prescription drug, dental, and vision
Personal Time Off (PTO) Policy plus paid holidays
Highly competitive compensation plan regularly calibrated against industry and location benchmarks
401(k) retirement plan with company-matching
Employee Stock Ownership Plan (ESOP) - we’re all company owners!
Flexible spending accounts
Employee assistance program (EAP)
Short- and long-term disability insurance
Life and accident insurance
Tuition assistance/Training/Workforce improvement reimbursement per year
Spot bonuses for exceptional performance
Annual Employee Recognition Awards with bonuses
Employee Referral Program
Free centralized, self-directed Learning Management System to learn at your own pace
Personalized career growth plans for every employee
Lynker is an E-Verify employer.

Lynker is proud to be an Equal Opportunity Employer and encourages women, minorities, individuals with disabilities and veterans to apply.","technical requirement documentation, functional designs, Agile methodologies, business process, communication,  IIBA, CBPA, UAT, JIRA, "
Business Analyst,"About the job
The Client (Client), Office of Information Technology, is seeking a qualified candidate for the temporary contractor staffing position of Business Analyst to join our GA SHINES Application Team in Atlanta, Georgia.

The Business Analyst will support the SHINES Application within the Office of Information Technology and will be responsible for interfacing with the business unit to review requirements, lead JAD sessions, schedule meetings, prepare test plans, and create system requirement documents for use by system analyst to produce detail design documents for specific projects.

Role And Responsibilities

Facilitates training for business users

Analyzes business requirements and proposes effective and user-friendly solutions to business stakeholders

Assists in the development phase and serves as a strong liaison between development team and business stakeholders

Consults with vendors or technical staff to ensure functionality of automated system is consistent with laws, regulations and best practice standards; ensures that users adhere to relevant laws, regulations and best practice standards

Develops change management plans for transition to new or upgraded systems

Documents business processes for users of new or upgraded system

Participate in evaluation of new technologies or solutions to improve service and efficiency of systems

Participates in establishment of standards and procedures to be used in development of systems

Provides customer support for maintenance of systems

Researches and analyzes system/user problems by applying a variety of analytical and research techniques

Tests or coordinates testing of new installations or upgrades

Qualifications

Performs other professional responsibilities as assigned by supervisor

Bachelor's degree in a related field from an accredited college or university AND Five (5) years' experience as an IT Business Analyst (requirements gathering, business process mapping.)

Preferred Qualifications

Experience implementing business analysis techniques.

Experience with various project life cycles and methodologies (e.g., Waterfall, Agile, project management, etc.)

Experience executing project life cycle from end to end and involvement in all phases of project life cycle.

Experience with Use Case Modeling [e.g., Specifications, Packages, Diagrams]

Experience Facilitating User Requirements Sessions

Experience conducting Joint Application Development (JAD) sessions

Experience supporting the business in conducting User Acceptance Testing (UAT)

Experience writing use cases

Excellent analytical skills

Experience documenting Business Requirement Documents (BRDs), Functional Requirements Documents (FRDs) and Traceability Matrices

Excellent oral, written, presentation and interpersonal communication skills

Strong proficiency in the use of Microsoft Office Suite, Visio and/or standard software applications typically used in a corporate office environment","business requirements , business processes, business analysis, Waterfall Methodologies, Agile Methodologies, project management, JAD, UAT, BRD, FRD, MS Office, Visio , "
Business Analyst,"About the job
This job is sourced from a job board. Learn moreAbout Yay Lunch

We are Yay Lunch, a new business concept with the mission to provide healthy food for kids away from home, beginning with school lunches. Our mission is simple: deliver delicious, healthy lunches made by local vendors to kids at school in an easy, reliable, cost-effective way for parents. How do we do it? We curate menus with local vendors in each market, families order online, and we deliver fresh lunches daily to kids at school. Easy!

We're a startup which means we are agile, outgoing, quick on our feet, and eternally positive. Our business is exploding into new cities up and down the east coast, which means we're also pretty excited!

To enable this work, we are hiring a passionate individual contributor who will help take our analytics platform to the next level. Do you have great ideas and the enthusiasm to build them? Join our team! Together, we will brainstorm, collaborate, design and deliver solutions that get great kids great food, right when they need it most.

About The Team

We take our work seriously, while recognizing that work is just one part of being a real human. We rise and fall as a team.

In this role, we would expect there to be minimal travel, but expect to get your chance to periodically ride along with a Brand Ambassador, visit a food vendor, and to shadow a delivery to a school near you on a regular basis to stay in close contact with how our business works. This job is remote, but must be based in one of our existing markets: Atlanta, Maryland, New Jersey, Philadelphia, Raleigh/Durham, Virginia, or Washington D.C.

We firmly believe that talent comes in a great variety of forms from a wide variety of backgrounds, experiences, perspectives, and lifestyles.

About The Role

The Business Analyst will play an integral part in positioning Yay Lunch for continued success in the future. As an individual contributor, you will play a critical role in the development, improvement, and maintenance of data-driven decision-making through advanced data analysis and visualization tools, primarily using Snowflake SQL, Mode, dbt, GitHub. You will help shape company-wide analytics and lead efforts to create data-driven insights and support decision-making across the organization, working closely with stakeholders from multiple departments. You'll help support the evolution of a robust and scalable analytics platform.

The ideal candidate will be able to thrive in ambiguity, own and execute multiple concurrent deliverables (as an individual contributor and by helping support the team) while working effectively with executive leaders and stakeholders across the company. You'll partner with stakeholders to respond and anticipate reporting needs to meet the needs of our rapidly growing business in a repeatable and scalable way. An ability to operate independently is paramount, so that actionable insights can be outlined to make a real impact on our business. We're looking for someone who can get really excited about driving positive business impact through data!

Our data infrastructure is under construction! Expect to be involved at all levels of projects and working in an evolving data environment where your input will help shape the future.

Key Objectives

Obtain and apply context to raw data to extract meaningful information
Operate independently - given minimal direction and support, outline and meet task requirements
Conduct in-depth analysis and provide actionable insights such as interactive dashboards and visualizations to address stakeholder requirements.
Collaborate with team members to integrate data sources, ensuring data integrity and consistency across the organization
Undertake specific initiatives to improve company data integrity
Develop, maintain, and optimize data models using dbt

Minimum Qualifications

3-5 years of reporting & analytics experience (includes time towards advanced degrees)
Bachelor's degree in a quantitative field (e.g. computer science or natural sciences) and/or equivalent experience
Advanced/Expert SQL skills, including complex queries, data manipulation, and optimization techniques
Hands-on experience with reporting tools (such as Snowflake, Mode, Looker, Tableau, PowerBI, Github, dbt, Google Analytics)
A strong sense of personal humility
Flexibility, curiosity, adaptability - we are a growing and changing data environment
Ability to be effective in an organization whose staff all work remotely
Strong project management, organizational skills and ability to engage stakeholders and meet deadlines for multiple tasks simultaneously.
Strong attention to detail and commitment to data integrity
High level of written and oral communication skills

Ideal But Not Required

Masters or advanced degree in a quantitative field
Experience with cloud warehouses, data transformation tools like dbt and other analytics languages such as Python
Experience creating predictive models of success based on past business performance
Preference will be given to candidates in or near an existing Yay Lunch Market location

We Provide

Salary $70,000-$85,000 + discretionary bonus + company options
Health Insurance - Medical, Vision, Dental and Life Insurance
Voluntary Life Insurance, Short-term Disability Insurance, and Flexible Spending Account (FSA)
401(K) Retirement, up to 3.5% employer match
Flexible paid time off (unlimited time off program)
Technology allowance, data stipend, office allowance (or co-working space)
Remote, flexible, and family-friendly environment
Significant support structures, & coaching from central team members","SQL, Snowflake, Mode, Looker, Tableau, PowerBI, Github, dbt, Google Analytics, communication, Problem-solving, data visualization  "
Business Analyst,"About the job
This position will be located at NASA’s White Sands Test Facility and will support both the Technical Services and Material Components Laboratory departments on the TEST3 contract.

Sierra Lobo, offers customers a full range of professional and technical capabilities, including Test and Evaluation, Systems Engineering, and Advanced Technologies. We also develop products and processes related to Cryogenic Fluid and Thermal Management Systems, Densified Propellant Management Systems, and Prototype Extreme Pressure and Temperature Systems. Our customers include the Department of Defense (DoD), the U.S. Air Force, U.S. Navy, U.S. Army, Missile Defense Agency (MDA), and the National Aeronautics and Space Administration (NASA).

EOE/Minority/Female/Disabled/Veteran

Provide administrative and financial analysis support to department manager, technical staff, along with NASA Office Chief. Perform data collection and preparation of various reports and financial progress assessments for various unrelated projects/programs. Support multiple departmental test projects and service centers with project and financial research to accurately forecast cost/schedule outcomes. Employee will also directly manage projects and represent the department to the Program business office and all its entities.

Requires a BA or BS degree in Business Administration or Accounting and three (3) to five (5) years of directly applicable experience in accounting or project administration. Competence in use of common business software tools including the MS Office suite and MS Project is required. A strong ability to research and analyze financial data is highly desired. Expertise in project management principles and practices including earned value analysis is highly desired. WSTF experience and the ability & understanding to effectively interface with the WSTF business office and cross-departmental project personnel is highly desired. Must be able to recognize areas for process improvements in reporting and financial assessments. Excellent communication skills, both written and verbal, are required.","MS Office, financial data analysis, WSTF, communication"
Business Analyst,"About the job
About The Role

The Business Analyst will be responsible for assessing companies and coming up with solutions to company operations. Duties include analyzing financial reports, market research and operating procedures, strategizing ideas to improve business operations and meeting with clients to provide suggestions based on their analysis. Business Analysts will work as part of a Pyrovio consulting team. Involves travel to/from various project-related functions approximately 10% of the time.

Job Duties And Responsibilities

Verify feasibility of collecting data, review data update methodology, and document frequency of update and related administration information.
Collaborate with consulting team and clients on collecting and storing data/documentation
Develop performance dashboards, pilot dashboards, collect feedback, and revise accordingly
Analyze aggregated project information to understand key performance measures; report to management on analysis and trends
Facilitate lessons learned sessions among various stakeholders
Prepare reports, dashboards and key performance indicators (KPIs)

Support other team members in providing key deliverables to the client

Perks And Benefits

Competitive Compensation
Comprehensive Benefits - Medical, Retirement, Holidays, PTO etc.
Ability to carve your own career path and gain deep professional expertise by working with multiple clients and engagements and oversee the implementation of your recommendations
Opportunity to develop and advance within a growing organization

Additional Information

For more information, please visit our website at www.pyrovio.com.","KPIs, dashboard, data-driven strategies, Data Science, Computer Science, Statistics, Economics, data analysis, SaaS, SQL, Python, R, Excel, data visualization, Tableau, Power BI, problem-solving, communication, complex analytical concepts"
Business Analyst,"About the job
This job is sourced from a job board. Learn morePosition: Business Analyst

Duration: 3 months with Extension Possible

Location: Montgomery, AL (Onsite from day1)

Project Description

The Alabama Medicaid Agency (AMA) is preparing for a major transition from a monolithic system with 14 different business functions to an interoperable, modular system based on a Service Oriented Architecture (SOA). This multi-year ""Modularity"" project will include working with multiple vendors and may include multiple project methodologies. The project must comply with the Federal standards and regulations such as: Medicaid Information Technology Architecture (MITA) CMS Seven Conditions and Standards Outcomes-Based Certification (OBC) 21st Century Cures Act (Cures Act) Health Information Technology for Economic and Clinical Health act (HITECH act) There are two vendors already in the program and there are three more contracts being actively worked on. The first Vendor to join the project was the Program Management Office (PMO) vendor who is responsible for managing the project, defining the AMA enterprise architecture, defining requirements and leading the organizational change management effort. The AMA is moving away from custom software development to procuring software that is configured to meet the business needs. This will require the Business Analyst to be very comfortable understanding the contract, the business and the requirements. To support this effort, the AMA is seeking an experienced Business Analyst to be a member of the Medicaid Enterprise Systems (MES) team. Although the vendors will be responsible for developing most of the project documents, the Business Analyst will be responsible for reviewing and approving artifacts related to the program, project or software. The Business Analyst must also understand the contract and be able to verify the contract requirements are met. The Business Analyst will be working directly with the business areas to support them and ensure their understanding of the vendor proposed solutions. This position will work closely with the business areas, vendors and Project Management Office (PMO) vendor.

Skills Required
Understand contract monitoring for development, configuration and operational activities
Review and follow the processes and procedures defined to support a program with multiple vendors.
Work with multiple vendors and multiple in-person or virtual teams.
Review program, project or software artifacts developed by multiple vendors and comment or approve
Interact professionally with a diverse group of executives, managers, and subject matter experts.
Perform standard project functions such as creating documents or presentations, schedule meetings, produce meeting minutes, disburse reports, track artifacts, issues and action items, etc..
Provide business and requirements oversight
Understand all phases of a project management and software development life cycle
Support multiple software development methodologies or software configuration activities
Assist with CMS reporting and certification process'
Maintain project assets, communications and track items to completion.
Identify and report on abnormalities or variances
Skills Preferred
Strong interpersonal skills to build team rapport
Excellent verbal and written communication skills
Ability to work independently with minimal direction from State or other team members
Ability to work under pressure / to a deadline.
Strong analytical and critical thinking skills.
Exceptional research and reporting skills.
Experience Required
3 5 Years of experience as a Business Analyst or assisting Project Managers
5 years of experience on Medicaid or Major Health Care Payer projects (This is critical for this position.)
3 years of experience supporting provider management (This is critical for this position. If they have not worked with provider management in prior positions please do not respond.)
1 2 years of Experience with multi-vendor projects
3 5 years of experience as a technical writer
Expert/Advanced knowledge of all Microsoft Office products including MS Project and SharePoint Candidates that do not meet the required qualifications will not be considered.
Education Required

Bachelor's Degree in Business Administration or other related field. Equivalent work experience may be substituted for a degree","communication, Analytics, problem-solving, documentation, presentation, business process, "
